MaDotBiTich;NgayBiTich;MoTa;LinhMuc;LoaiBiTich;NoiBiTich;UpdateDate;MaGiaoXuRieng
204;1962;Đợt bí tích năm 1962;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2018/10/05 01:43:01;1234
205;24/10/1962;Đợt bí tích ngày 24 tháng 10 năm 1962;;0;Gx Ngũ Phúc;2018/10/05 01:43:01;1234
206;14/06/1962;Đợt bí tích ngày 14 tháng 06 năm 1962;Đam Phạm Hữu Tư;0;Ngũ Phúc;2018/10/05 01:43:01;1234
207;27/08/1962;Đợt bí tích ngày 27 tháng 08 năm 1962;;0;Gx Ngũ Phúc;2018/10/05 01:43:01;1234
208;27/12/1962;Đợt bí tích ngày 27 tháng 12 năm 1962;Tôma Lê Thanh Ánh;0;Hiếu Đạo;2018/10/05 01:43:01;1234
209;24/05/1962;Đợt bí tích ngày 24 tháng 05 năm 1962;Phạm Quang Tú;0;Ngọc Đồng;2018/10/05 01:43:01;1234
210;12/02/1962;Đợt bí tích ngày 12 tháng 02 năm 1962;F.x. Đinh Quốc Thụy;0;Ngũ Phúc;2018/10/05 01:43:01;1234
211;05/01/1962;Đợt bí tích ngày 05 tháng 01 năm 1962;;0;Bình Lộc;2018/10/05 01:43:01;1234
212;06/12/1962;Đợt bí tích ngày 06 tháng 12 năm 1962;;0;Ngũ Phúc;2018/10/05 01:43:01;1234
213;11/01/1962;Đợt bí tích ngày 11 tháng 01 năm 1962;;0;Bùi Vĩnh;2018/10/05 01:43:01;1234
214;28/05/1962;Đợt bí tích ngày 28 tháng 05 năm 1962;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2018/10/05 01:43:01;1234
215;11/01/1962;Đợt bí tích ngày 11 tháng 01 năm 1962;Đam Phạm Hữu Tư;0;Ngũ Phúc;2018/10/05 01:43:01;1234
216;10/07/1962;Đợt bí tích ngày 10 tháng 07 năm 1962;;0;Tân Việt;2018/10/05 01:43:01;1234
217;01/04/1962;Đợt bí tích ngày 01 tháng 04 năm 1962;;0;;2018/10/05 01:43:01;1234
218;13/12/1962;Đợt bí tích ngày 13 tháng 12 năm 1962;;0;Ngọc Đồng;2018/10/05 01:43:01;1234
219;12/04/1962;Đợt bí tích ngày 12 tháng 04 năm 1962;Mai Đức Cận;0;Tràng Giang;2018/10/05 01:43:01;1234
220;29/10/1962;Đợt bí tích ngày 29 tháng 10 năm 1962;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2018/10/05 01:43:01;1234
221;15/04/1963;Đợt bí tích ngày 15 tháng 04 năm 1963;Gioan Vũ Công Khanh;0;Nam Hưng;2018/10/05 01:43:01;1234
222;15/12/1963;Đợt bí tích ngày 15 tháng 12 năm 1963;;0;Võ Dõng;2018/10/05 01:43:01;1234
223;21/01/1963;Đợt bí tích ngày 21 tháng 01 năm 1963;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2018/10/05 01:43:01;1234
224;21/03/1963;Đợt bí tích ngày 21 tháng 03 năm 1963;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2018/10/05 01:43:01;1234
225;21/08/1963;Đợt bí tích ngày 21 tháng 08 năm 1963;;0;Ngũ Phúc;2018/10/05 01:43:01;1234
226;19/08/1963;Đợt bí tích ngày 19 tháng 08 năm 1963;Ông Trùm Phê-rô Kính;0;Bỉ Nội;2018/10/05 01:43:01;1234
227;24/03/1963;Đợt bí tích ngày 24 tháng 03 năm 1963;Đaminh Trịnh Đức Luyện;0;Mỹ Vân;2018/10/05 01:43:01;1234
228;29/04/1963;Đợt bí tích ngày 29 tháng 04 năm 1963;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2018/10/05 01:43:01;1234
229;27/05/1963;Đợt bí tích ngày 27 tháng 05 năm 1963;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2018/10/05 01:43:01;1234
230;20/02/1963;Đợt bí tích ngày 20 tháng 02 năm 1963;G.b. Trần Quang Trịnh;0;Thánh Giuse;2018/10/05 01:43:01;1234
231;28/02/1963;Đợt bí tích ngày 28 tháng 02 năm 1963;;0;Ngũ Phúc;2018/10/05 01:43:01;1234
232;20/10/1963;Đợt bí tích ngày 20 tháng 10 năm 1963;;0;;2018/10/05 01:43:01;1234
233;13/09/1963;Đợt bí tích ngày 13 tháng 09 năm 1963;Trần Đình Trị;0;Bình An;2018/10/05 01:43:01;1234
234;31/10/1963;Đợt bí tích ngày 31 tháng 10 năm 1963;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2018/10/05 01:43:01;1234
235;14/08/1963;Đợt bí tích ngày 14 tháng 08 năm 1963;;0;Phước Thành;2018/10/05 01:43:01;1234
236;20/10/1963;Đợt bí tích ngày 20 tháng 10 năm 1963;Lm Giuse Hoàng Trung;0;Gx Bình Thái, Tgp Sài Gòn;2018/10/05 01:43:01;1234
237;1963;Đợt bí tích năm 1963;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2018/10/05 01:43:01;1234
238;22/12/1963;Đợt bí tích ngày 22 tháng 12 năm 1963;;0;Bình Lộc;2018/10/05 01:43:01;1234
239;12/04/1963;Đợt bí tích ngày 12 tháng 04 năm 1963;;0;;2018/10/05 01:43:01;1234
240;22/02/1963;Đợt bí tích ngày 22 tháng 02 năm 1963;Nguyễn Trung Tuệ;0;Thừa Thiên;2018/10/05 01:43:01;1234
241;06/08/1963;Đợt bí tích ngày 06 tháng 08 năm 1963;;0;Biên Hòa;2018/10/05 01:43:01;1234
242;26/08/1963;Đợt bí tích ngày 26 tháng 08 năm 1963;Đam Phạm Hữu Tư;0;Ngũ Phúc;2018/10/05 01:43:01;1234
243;16/05/1963;Đợt bí tích ngày 16 tháng 05 năm 1963;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2018/10/05 01:43:01;1234
244;30/10/1963;Đợt bí tích ngày 30 tháng 10 năm 1963;;0;Trung Nghĩa;2018/10/05 01:43:01;1234
245;10/10/1963;Đợt bí tích ngày 10 tháng 10 năm 1963;;0;Phước Long;2018/10/05 01:43:01;1234
246;13/07/1964;Đợt bí tích ngày 13 tháng 07 năm 1964;Lm. Giuse Mai Thành Hân;0;Tân Việt;2018/10/05 01:43:01;1234
247;04/11/1964;Đợt bí tích ngày 04 tháng 11 năm 1964;;0;Tân Cảnh, Kontum;2018/10/05 01:43:01;1234
248;17/09/1964;Đợt bí tích ngày 17 tháng 09 năm 1964;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2018/10/05 01:43:01;1234
249;23/02/1964;Đợt bí tích ngày 23 tháng 02 năm 1964;Giuse Nguyễn Hưng;0;Thánh Gia;2018/10/05 01:43:01;1234
250;24/12/1964;Đợt bí tích ngày 24 tháng 12 năm 1964;;0;Hà Nội;2018/10/05 01:43:01;1234
251;03/05/1964;Đợt bí tích ngày 03 tháng 05 năm 1964;;0;Gx Tân Hòa, Tgp Sài Gòn;2018/10/05 01:43:01;1234
252;22/04/1964;Đợt bí tích ngày 22 tháng 04 năm 1964;;0;;2018/10/05 01:43:01;1234
253;02/01/1964;Đợt bí tích ngày 02 tháng 01 năm 1964;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2018/10/05 01:43:01;1234
254;28/09/1964;Đợt bí tích ngày 28 tháng 09 năm 1964;Tôma Lê Thanh Ánh;0;Hiếu Đạo;2018/10/05 01:43:01;1234
255;23/02/1964;Đợt bí tích ngày 23 tháng 02 năm 1964;Đam Phạm Hữu Tư;0;Ngũ Phúc;2018/10/05 01:43:01;1234
256;21/09/1964;Đợt bí tích ngày 21 tháng 09 năm 1964;An-tôn Bùi Hữu Ngạn;0;An Hòa;2018/10/05 01:43:01;1234
257;31/12/1964;Đợt bí tích ngày 31 tháng 12 năm 1964;Lm. Đaminh Đỗ Đức Hân;0;Tiên Chu;2018/10/05 01:43:01;1234
258;26/11/1964;Đợt bí tích ngày 26 tháng 11 năm 1964;;0;Thủ Đức;2018/10/05 01:43:01;1234
259;19/10/1964;Đợt bí tích ngày 19 tháng 10 năm 1964;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2018/10/05 01:43:01;1234
260;28/12/1964;Đợt bí tích ngày 28 tháng 12 năm 1964;;0;Bình Lộc;2018/10/05 01:43:01;1234
261;01/11/1964;Đợt bí tích ngày 01 tháng 11 năm 1964;Vũ Kim Đương;0;Ông Quế;2018/10/05 01:43:01;1234
262;15/05/1964;Đợt bí tích ngày 15 tháng 05 năm 1964;;0;;2018/10/05 01:43:01;1234
263;07/04/1964;Đợt bí tích ngày 07 tháng 04 năm 1964;;0;Thanh Hóa;2018/10/05 01:43:01;1234
264;03/01/1964;Đợt bí tích ngày 03 tháng 01 năm 1964;;0;Gx Xóm Thuốc, Tgp Sài Gòn;2018/10/05 01:43:01;1234
265;1964;Đợt bí tích năm 1964;;0;Ngũ Phúc;2018/10/05 01:43:01;1234
266;26/10/1964;Đợt bí tích ngày 26 tháng 10 năm 1964;Đam Phạm Hữu Tư;0;Ngũ Phúc;2018/10/05 01:43:01;1234
267;09/11/1964;Đợt bí tích ngày 09 tháng 11 năm 1964;;0;Ngũ Phúc;2018/10/05 01:43:01;1234
268;27/10/1964;Đợt bí tích ngày 27 tháng 10 năm 1964;Lm. Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2018/10/05 01:43:01;1234
269;22/08/1964;Đợt bí tích ngày 22 tháng 08 năm 1964;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2018/10/05 01:43:01;1234
270;13/08/1964;Đợt bí tích ngày 13 tháng 08 năm 1964;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2018/10/05 01:43:01;1234
271;20/01/1964;Đợt bí tích ngày 20 tháng 01 năm 1964;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2018/10/05 01:43:01;1234
272;07/10/1964;Đợt bí tích ngày 07 tháng 10 năm 1964;;0;;2018/10/05 01:43:01;1234
273;12/06/1964;Đợt bí tích ngày 12 tháng 06 năm 1964;;0;Tín Đức;2018/10/05 01:43:01;1234
274;05/03/1964;Đợt bí tích ngày 05 tháng 03 năm 1964;;0;;2018/10/05 01:43:01;1234
275;10/09/1964;Đợt bí tích ngày 10 tháng 09 năm 1964;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2018/10/05 01:43:01;1234
276;17/09/1964;Đợt bí tích ngày 17 tháng 09 năm 1964;;0;Gx Ngũ Phúc;2018/10/05 01:43:01;1234
277;10/04/1965;Đợt bí tích ngày 10 tháng 04 năm 1965;;0;Bình Dương;2018/10/05 01:43:01;1234
278;28/03/1965;Đợt bí tích ngày 28 tháng 03 năm 1965;;0;Gx Giá Rai;2018/10/05 01:43:01;1234
279;05/11/1965;Đợt bí tích ngày 05 tháng 11 năm 1965;;0;Gx Bình Lộc;2018/10/05 01:43:01;1234
280;10/05/1965;Đợt bí tích ngày 10 tháng 05 năm 1965;;0;Gx Bùi Chu;2018/10/05 01:43:01;1234
281;08/10/1965;Đợt bí tích ngày 08 tháng 10 năm 1965;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2018/10/05 01:43:01;1234
282;07/10/1965;Đợt bí tích ngày 07 tháng 10 năm 1965;;0;Hòa Hiệp;2018/10/05 01:43:01;1234
283;22/11/1965;Đợt bí tích ngày 22 tháng 11 năm 1965;;0;;2018/10/05 01:43:01;1234
284;16/01/1965;Đợt bí tích ngày 16 tháng 01 năm 1965;Bonaventura Nguyễn Văn An;0;Đà Nẵng;2018/10/05 01:43:01;1234
285;15/11/1965;Đợt bí tích ngày 15 tháng 11 năm 1965;;0;Ngũ Phúc;2018/10/05 01:43:01;1234
286;02/08/1965;Đợt bí tích ngày 02 tháng 08 năm 1965;;0;Hà Nội;2018/10/05 01:43:01;1234
287;1965;Đợt bí tích năm 1965;;0;Bình Lộc;2018/10/05 01:43:01;1234
288;09/01/1965;Đợt bí tích ngày 09 tháng 01 năm 1965;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2018/10/05 01:43:01;1234
289;07/03/1965;Đợt bí tích ngày 07 tháng 03 năm 1965;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2018/10/05 01:43:01;1234
290;19/03/1965;Đợt bí tích ngày 19 tháng 03 năm 1965;Nguyễn Hoàn Nam Huân;0;Ngô Xá;2018/10/05 01:43:01;1234
291;06/06/1965;Đợt bí tích ngày 06 tháng 06 năm 1965;Giuse Mai Thành Hân;0;Tân Việt;2018/10/05 01:43:01;1234
292;10/01/1965;Đợt bí tích ngày 10 tháng 01 năm 1965;Giuse Vũ Hữu Văn;0;Bình Lộc;2018/10/05 01:43:01;1234
293;11/01/1965;Đợt bí tích ngày 11 tháng 01 năm 1965;;0;Thánh Tâm;2018/10/05 01:43:01;1234
294;10/06/1965;Đợt bí tích ngày 10 tháng 06 năm 1965;;0;Lạc An;2018/10/05 01:43:01;1234
295;27/08/1965;Đợt bí tích ngày 27 tháng 08 năm 1965;Nguyễn Tự Do;0;Sài Gòn;2018/10/05 01:43:01;1234
296;18/01/1965;Đợt bí tích ngày 18 tháng 01 năm 1965;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2018/10/05 01:43:01;1234
297;08/11/1965;Đợt bí tích ngày 08 tháng 11 năm 1965;;0;Gx Thái Hòa, Gp Long Xuyên;2018/10/05 01:43:01;1234
298;20/09/1965;Đợt bí tích ngày 20 tháng 09 năm 1965;Đam Phạm Hữu Tư;0;Ngũ Phúc;2018/10/05 01:43:01;1234
299;1965;Đợt bí tích năm 1965;Đam Phạm Hữu Tư;0;Ngũ Phúc;2018/10/05 01:43:01;1234
300;23/10/1965;Đợt bí tích ngày 23 tháng 10 năm 1965;;0;Biên Hòa;2018/10/05 01:43:01;1234
301;25/01/1965;Đợt bí tích ngày 25 tháng 01 năm 1965;Lm. Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2018/10/05 01:43:01;1234
302;02/05/1965;Đợt bí tích ngày 02 tháng 05 năm 1965;;0;Đại Lộ;2018/10/05 01:43:01;1234
303;10/04/1965;Đợt bí tích ngày 10 tháng 04 năm 1965;Lm. Bartolomeo Nguyễn Đăng Quang;0;Gx. Nam Hưng;2018/10/05 01:43:01;1234
304;04/04/1965;Đợt bí tích ngày 04 tháng 04 năm 1965;Lm. Đaminh Thức;0;Bùi Chu;2018/10/05 01:43:01;1234
305;30/12/1965;Đợt bí tích ngày 30 tháng 12 năm 1965;;0;Gx Ngũ Phúc;2018/10/05 01:43:01;1234
306;15/09/1966;Đợt bí tích ngày 15 tháng 09 năm 1966;;0;Gx Ngũ Phúc;2018/10/05 01:43:01;1234
307;25/04/1966;Đợt bí tích ngày 25 tháng 04 năm 1966;Lm Giuse Hoàng Trung;0;Gx Bình Thái, Tgp Sài Gòn;2018/10/05 01:43:01;1234
308;29/12/1966;Đợt bí tích ngày 29 tháng 12 năm 1966;Lm. Đaminh Phạm Hữu Tư;0;Gx Ngũ Phúc;2018/10/05 01:43:01;1234
309;05/09/1966;Đợt bí tích ngày 05 tháng 09 năm 1966;;0;Gx Hòa Ninh, Gp Quy Nhơn;2018/10/05 01:43:01;1234
310;21/04/1966;Đợt bí tích ngày 21 tháng 04 năm 1966;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2018/10/05 01:43:01;1234
311;26/08/1966;Đợt bí tích ngày 26 tháng 08 năm 1966;Phan Văn Hậu;0;Hiếu Đạo;2018/10/05 01:43:01;1234
312;29/10/1966;Đợt bí tích ngày 29 tháng 10 năm 1966;Đaminh Trần Trung Trực;0;Thượng Phúc;2018/10/05 01:43:01;1234
313;22/02/1966;Đợt bí tích ngày 22 tháng 02 năm 1966;G.b Phạm Nghĩa Cử;0;Sài Gòn;2018/10/05 01:43:01;1234
314;29/08/1966;Đợt bí tích ngày 29 tháng 08 năm 1966;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2018/10/05 01:43:01;1234
315;24/11/1966;Đợt bí tích ngày 24 tháng 11 năm 1966;;0;Trung Nghĩa;2018/10/05 01:43:01;1234
316;29/03/1966;Đợt bí tích ngày 29 tháng 03 năm 1966;;0;;2018/10/05 01:43:01;1234
317;01/12/1966;Đợt bí tích ngày 01 tháng 12 năm 1966;J M Lê Thanh Quang;0;;2018/10/05 01:43:01;1234
318;10/02/1966;Đợt bí tích ngày 10 tháng 02 năm 1966;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2018/10/05 01:43:01;1234
319;15/01/1966;Đợt bí tích ngày 15 tháng 01 năm 1966;;0;Gx Ngũ Phúc;2018/10/05 01:43:01;1234
320;13/03/1966;Đợt bí tích ngày 13 tháng 03 năm 1966;;0;Di Linh;2018/10/05 01:43:01;1234
321;30/06/1966;Đợt bí tích ngày 30 tháng 06 năm 1966;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2018/10/05 01:43:01;1234
322;11/12/1966;Đợt bí tích ngày 11 tháng 12 năm 1966;;0;Gx Ngũ Phúc;2018/10/05 01:43:01;1234
323;26/12/1966;Đợt bí tích ngày 26 tháng 12 năm 1966;Đam Phạm Hữu Tư;0;Ngũ Phúc;2018/10/05 01:43:01;1234
324;08/05/1966;Đợt bí tích ngày 08 tháng 05 năm 1966;Giuse Phạm Đức Sự, Op;0;Ngọc Đồng;2018/10/05 01:43:01;1234
325;13/02/1966;Đợt bí tích ngày 13 tháng 02 năm 1966;;0;Dòng Chúa Cứu Thế;2018/10/05 01:43:01;1234
326;19/12/1966;Đợt bí tích ngày 19 tháng 12 năm 1966;;0;Vĩnh Long;2018/10/05 01:43:01;1234
327;21/08/1966;Đợt bí tích ngày 21 tháng 08 năm 1966;;0;Tiên Chu;2018/10/05 01:43:01;1234
328;03/10/1966;Đợt bí tích ngày 03 tháng 10 năm 1966;Đam Phạm Hữu Tư;0;Ngũ Phúc;2018/10/05 01:43:01;1234
329;26/12/1967;Đợt bí tích ngày 26 tháng 12 năm 1967;Đaminh Nguyễn Ngọc Thung;0;Đức An, Pleiku;2018/10/05 01:43:01;1234
330;09/01/1967;Đợt bí tích ngày 09 tháng 01 năm 1967;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2018/10/05 01:43:01;1234
331;31/07/1967;Đợt bí tích ngày 31 tháng 07 năm 1967;Lm. Đaminh Phạm Hữu Tư;0;Gx Ngũ Phúc;2018/10/05 01:43:01;1234
332;29/04/1967;Đợt bí tích ngày 29 tháng 04 năm 1967;;0;Gx Xuân Bình;2018/10/05 01:43:01;1234
333;1967;Đợt bí tích năm 1967;Lm Gioan Trịnh Xuân Thu;0;Gx, Quỳnh Lang, Gp Thái Bình;2018/10/05 01:43:01;1234
334;21/03/1967;Đợt bí tích ngày 21 tháng 03 năm 1967;Lm Giuse Hoàng Trung;0;Gx Bình Thái, Tgp Sài Gòn;2018/10/05 01:43:01;1234
335;28/12/1967;Đợt bí tích ngày 28 tháng 12 năm 1967;;0;;2018/10/05 01:43:01;1234
336;13/02/1967;Đợt bí tích ngày 13 tháng 02 năm 1967;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2018/10/05 01:43:01;1234
337;11/04/1967;Đợt bí tích ngày 11 tháng 04 năm 1967;;0;;2018/10/05 01:43:01;1234
338;30/11/1967;Đợt bí tích ngày 30 tháng 11 năm 1967;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2018/10/05 01:43:01;1234
339;11/09/1967;Đợt bí tích ngày 11 tháng 09 năm 1967;Đỗ Ngọc Bích;0;Ngọc Đồng;2018/10/05 01:43:01;1234
340;03/07/1967;Đợt bí tích ngày 03 tháng 07 năm 1967;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2018/10/05 01:43:01;1234
341;15/12/1967;Đợt bí tích ngày 15 tháng 12 năm 1967;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2018/10/05 01:43:01;1234
342;14/12/1967;Đợt bí tích ngày 14 tháng 12 năm 1967;;0;Hòa Bình;2018/10/05 01:43:01;1234
343;11/12/1967;Đợt bí tích ngày 11 tháng 12 năm 1967;;0;;2018/10/05 01:43:01;1234
344;07/12/1967;Đợt bí tích ngày 07 tháng 12 năm 1967;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2018/10/05 01:43:01;1234
345;22/06/1967;Đợt bí tích ngày 22 tháng 06 năm 1967;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2018/10/05 01:43:01;1234
346;04/12/1967;Đợt bí tích ngày 04 tháng 12 năm 1967;Phê-rô Nguyễn Khang Hy;0;Tân Mai;2018/10/05 01:43:01;1234
347;09/03/1967;Đợt bí tích ngày 09 tháng 03 năm 1967;;0;Gx Tân Mai;2018/10/05 01:43:01;1234
348;30/01/1967;Đợt bí tích ngày 30 tháng 01 năm 1967;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2018/10/05 01:43:01;1234
349;25/05/1967;Đợt bí tích ngày 25 tháng 05 năm 1967;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2018/10/05 01:43:01;1234
350;02/06/1967;Đợt bí tích ngày 02 tháng 06 năm 1967;;0;Sài Gòn;2018/10/05 01:43:01;1234
351;05/06/1967;Đợt bí tích ngày 05 tháng 06 năm 1967;;0;Sài Gòn;2018/10/05 01:43:01;1234
352;15/05/1967;Đợt bí tích ngày 15 tháng 05 năm 1967;;0;;2018/10/05 01:43:01;1234
353;17/11/1967;Đợt bí tích ngày 17 tháng 11 năm 1967;;0;Gx Ngọc Đồng;2018/10/05 01:43:01;1234
354;24/09/1967;Đợt bí tích ngày 24 tháng 09 năm 1967;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2018/10/05 01:43:01;1234
355;28/05/1967;Đợt bí tích ngày 28 tháng 05 năm 1967;;0;Lộc Hưng;2018/10/05 01:43:01;1234
356;19/03/1967;Đợt bí tích ngày 19 tháng 03 năm 1967;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2018/10/05 01:43:01;1234
381;12/08/1968;Đợt bí tích ngày 12 tháng 08 năm 1968;Đam. Phạm Hữu Tư;0;Ngũ Phúc;2018/10/05 01:43:01;1234
382;28/11/1968;Đợt bí tích ngày 28 tháng 11 năm 1968;;0;Ngũ Phúc;2018/10/05 01:43:01;1234
383;11/08/1968;Đợt bí tích ngày 11 tháng 08 năm 1968;;0;Biên Hòa;2018/10/05 01:43:01;1234
384;10/06/1968;Đợt bí tích ngày 10 tháng 06 năm 1968;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2018/10/05 01:43:01;1234
385;19/05/1968;Đợt bí tích ngày 19 tháng 05 năm 1968;;0;Ngô Xá;2018/10/05 01:43:01;1234
386;24/10/1968;Đợt bí tích ngày 24 tháng 10 năm 1968;;0;Gx Ngũ Phúc;2018/10/05 01:43:01;1234
387;22/05/1968;Đợt bí tích ngày 22 tháng 05 năm 1968;;0;Gx Ngũ Phúc;2018/10/05 01:43:01;1234
388;04/01/1968;Đợt bí tích ngày 04 tháng 01 năm 1968;Đaminh Hoàng Văn Tiên;0;Kẻ Sặt 1;2018/10/05 01:43:01;1234
389;22/02/1968;Đợt bí tích ngày 22 tháng 02 năm 1968;Đaminh Nguyễn Đại Bằng;0;Hòa Bình;2018/10/05 01:43:01;1234
390;05/08/1968;Đợt bí tích ngày 05 tháng 08 năm 1968;;0;Bắc Hải;2018/10/05 01:43:01;1234
391;24/06/1968;Đợt bí tích ngày 24 tháng 06 năm 1968;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2018/10/05 01:43:01;1234
392;18/02/1968;Đợt bí tích ngày 18 tháng 02 năm 1968;;0;Đà Nẵng;2018/10/05 01:43:01;1234
393;15/05/1968;Đợt bí tích ngày 15 tháng 05 năm 1968;Lm. Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2018/10/05 01:43:01;1234
394;31/10/1968;Đợt bí tích ngày 31 tháng 10 năm 1968;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2018/10/05 01:43:01;1234
395;29/04/1968;Đợt bí tích ngày 29 tháng 04 năm 1968;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2018/10/05 01:43:01;1234
396;05/09/1968;Đợt bí tích ngày 05 tháng 09 năm 1968;Đam Phạm Hữu Tư;0;Ngũ Phúc;2018/10/05 01:43:01;1234
397;1968;Đợt bí tích năm 1968;Đam. Phạm Hữu Tư;0;Ngũ Phúc;2018/10/05 01:43:01;1234
398;09/11/1969;Đợt bí tích ngày 09 tháng 11 năm 1969;;0;Gx Thuần Túy, Gp Thái Bình;2018/10/05 01:43:01;1234
399;10/03/1969;Đợt bí tích ngày 10 tháng 03 năm 1969;Lm Giuse Hoàng Trung;0;Gx Bình Thái, Tgp Sài Gòn;2018/10/05 01:43:01;1234
400;31/07/1969;Đợt bí tích ngày 31 tháng 07 năm 1969;Phaolo Lê Quang Đăng;0;Tân Việt;2018/10/05 01:43:01;1234
401;18/08/1969;Đợt bí tích ngày 18 tháng 08 năm 1969;;0;Ngũ Phúc;2018/10/05 01:43:01;1234
402;04/11/1969;Đợt bí tích ngày 04 tháng 11 năm 1969;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2018/10/05 01:43:01;1234
403;08/05/1969;Đợt bí tích ngày 08 tháng 05 năm 1969;Fx Đinh Quốc Thụy;0;Ngũ Phúc;2018/10/05 01:43:01;1234
404;01/12/1969;Đợt bí tích ngày 01 tháng 12 năm 1969;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2018/10/05 01:43:01;1234
430;15/03/1970;Đợt bí tích ngày 15 tháng 03 năm 1970;Luy Maria Trần Công Hoan;0;Ngũ Phúc;2018/10/05 01:43:01;1234
431;16/08/1970;Đợt bí tích ngày 16 tháng 08 năm 1970;An-tôn Nguyễn Văn Hoa;0;Tân Định;2018/10/05 01:43:01;1234
432;02/11/1970;Đợt bí tích ngày 02 tháng 11 năm 1970;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2018/10/05 01:43:01;1234
433;08/10/1970;Đợt bí tích ngày 08 tháng 10 năm 1970;;0;Hải Dương;2018/10/05 01:43:01;1234
434;15/03/1970;Đợt bí tích ngày 15 tháng 03 năm 1970;Louis Trần Công Hoan;0;Ngũ Phúc;2018/10/05 01:43:01;1234
435;25/07/1970;Đợt bí tích ngày 25 tháng 07 năm 1970;;0;Thái Xuân;2018/10/05 01:43:01;1234
436;08/01/1970;Đợt bí tích ngày 08 tháng 01 năm 1970;;0;;2018/10/05 01:43:01;1234
437;04/10/1970;Đợt bí tích ngày 04 tháng 10 năm 1970;;0;Kẻ Sặt;2018/10/05 01:43:01;1234
438;28/10/1970;Đợt bí tích ngày 28 tháng 10 năm 1970;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2018/10/05 01:43:01;1234
439;05/10/1970;Đợt bí tích ngày 05 tháng 10 năm 1970;;0;Phục Lễ;2018/10/05 01:43:01;1234
440;03/02/1970;Đợt bí tích ngày 03 tháng 02 năm 1970;;0;Bùi Vĩnh;2018/10/05 01:43:01;1234
441;12/01/1970;Đợt bí tích ngày 12 tháng 01 năm 1970;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2018/10/05 01:43:01;1234
442;08/06/1970;Đợt bí tích ngày 08 tháng 06 năm 1970;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2018/10/05 01:43:01;1234
443;05/07/1970;Đợt bí tích ngày 05 tháng 07 năm 1970;;0;Gx Ngũ Phúc;2018/10/05 01:43:01;1234
444;18/07/1970;Đợt bí tích ngày 18 tháng 07 năm 1970;;0;Quỳnh Lang;2018/10/05 01:43:01;1234
445;25/05/1970;Đợt bí tích ngày 25 tháng 05 năm 1970;Đam. Phạm Hữu Tư;0;Ngũ Phúc;2018/10/05 01:43:01;1234
446;09/10/1970;Đợt bí tích ngày 09 tháng 10 năm 1970;Phero Trần Quang Lưu;0;Hòa Bình;2018/10/05 01:43:01;1234
